20: Number of Connected-Weighted-Undirected-Graphs.

** G0: |V|=5
(u, v, weight) E = { 
      ( 9, 22, 56.511)
      ( 9, 24,  0.689)
      ( 9, 25, 46.937)
      ( 9, 31, 60.186)
      ( 9, 34, 83.651)
      ( 9, 36, 30.521)
      ( 9, 38, 71.695)
      ( 9, 39, 84.521)
      ( 9, 44, 83.627)
      (10, 11,  8.826)
      (10, 13, 37.122)
      (10, 18, 22.583)
      (10, 21, 44.224)
      (10, 30, 18.821)
      (10, 32, 52.264)
      (10, 35, 69.540)
      (10, 38, 53.246)
      (10, 39, 27.201)
      (10, 40, 53.869)
      (11, 16, 85.285)
      (11, 23, 99.105)
      (11, 24, 82.017)
      (11, 29, 10.082)
      (11, 30, 88.222)
      (11, 33, 95.263)
      (11, 34, 69.243)
      (11, 35, 49.197)
      (11, 36, 98.802)
      (11, 40, 91.217)
      (11, 41, 63.210)
      (11, 42, 87.542)
      (11, 43, 78.253)
      (11, 44, 48.209)
      (12, 15, 80.165)
      (12, 20, 57.404)
      (12, 22, 25.059)
      (12, 25, 17.727)
      (12, 26, 29.574)
      (12, 28, 15.785)
      (12, 30, 56.755)
      (12, 31, 26.910)
      (12, 36, 36.471)
      (12, 39, 29.595)
      (12, 41, 30.144)
      (12, 42, 20.698)
      (13, 17, 16.895)
      (13, 21, 27.638)
      (13, 25,  7.977)
      (13, 26, 73.881)
      (13, 27, 90.336)
      (13, 29, 97.544)
      (13, 31, 48.990)
      (13, 33, 81.911)
      (13, 34,  8.826)
      (13, 36, 60.912)
      (13, 41, 56.679)
      (13, 43, 91.070)
      (14, 16, 65.153)
      (14, 23,  7.039)
      (14, 27, 69.591)
      (14, 30, 60.648)
      (14, 31, 56.737)
      (14, 32, 64.970)
      (14, 34, 96.589)
      (14, 40, 30.787)
      (14, 42, 35.998)
      (14, 43, 80.573)
      (15, 17, 98.484)
      (15, 19, 32.159)
      (15, 25, 29.466)
      (15, 26, 14.099)
      (15, 32, 39.438)
      (15, 36, 22.546)
      (15, 42, 16.317)
      (15, 43, 55.119)
      (16, 20, 50.281)
      (16, 21, 23.697)
      (16, 27, 57.722)
      (16, 28, 51.700)
      (16, 34,  6.699)
      (16, 38, 36.807)
      (16, 41, 64.785)
      (17, 25, 94.764)
      (17, 28,  8.645)
      (17, 29, 31.597)
      (17, 37, 84.181)
      (17, 42, 86.206)
      (17, 44,  2.159)
      (18, 19, 91.103)
      (18, 25, 89.533)
      (18, 26, 95.869)
      (18, 37, 28.926)
      (18, 41, 57.002)
      (18, 43, 88.838)
      (19, 24, 57.548)
      (19, 26, 56.561)
      (19, 27, 99.184)
      (19, 35, 11.297)
      (19, 37, 23.096)
      (19, 40, 64.737)
      (19, 44, 19.513)
      (20, 23, 11.733)
      (20, 25,  1.786)
      (20, 28, 20.703)
      (20, 29, 62.688)
      (20, 37, 21.897)
      (20, 40, 17.426)
      (20, 41, 83.117)
      (20, 44, 46.056)
      (21, 23, 58.685)
      (21, 27, 43.442)
      (21, 31, 21.476)
      (21, 33, 35.326)
      (21, 34, 63.150)
      (21, 39, 47.628)
      (21, 40, 16.633)
      (22, 29, 59.883)
      (22, 31, 38.654)
      (22, 32, 54.466)
      (22, 38, 64.817)
      (23, 24, 74.376)
      (23, 26, 42.200)
      (23, 29,  8.039)
      (23, 36, 33.087)
      (23, 38,  3.690)
      (23, 39, 45.624)
      (23, 42, 81.312)
      (24, 34, 83.785)
      (24, 36, 29.653)
      (24, 37, 84.228)
      (24, 39, 12.858)
      (24, 40, 62.610)
      (24, 43, 17.637)
      (25, 32, 14.660)
      (25, 39, 47.599)
      (25, 41,  1.129)
      (25, 44, 19.037)
      (26, 27, 27.625)
      (26, 30, 67.780)
      (26, 36,  3.728)
      (26, 38, 72.665)
      (26, 41, 39.662)
      (27, 28, 10.367)
      (27, 30, 62.040)
      (27, 31, 42.668)
      (27, 32, 85.501)
      (27, 35, 69.184)
      (27, 37, 53.664)
      (27, 40, 87.850)
      (27, 41, 36.392)
      (27, 42, 85.863)
      (27, 44, 35.249)
      (28, 34, 86.293)
      (28, 39, 64.407)
      (28, 43, 53.835)
      (29, 30,  3.252)
      (29, 32,  5.499)
      (29, 37, 93.079)
      (29, 38, 34.164)
      (29, 39, 28.033)
      (29, 41, 23.498)
      (29, 44, 77.467)
      (30, 34,  1.253)
      (30, 35, 48.813)
      (30, 43, 48.171)
      (31, 35, 78.366)
      (31, 44, 46.755)
      (32, 36, 98.396)
      (32, 40, 22.304)
      (32, 43, 64.802)
      (33, 34, 40.888)
      (33, 40, 43.077)
      (33, 41, 25.309)
      (33, 42, 68.192)
      (33, 44, 22.214)
      (34, 35, 23.805)
      (34, 36, 36.907)
      (34, 37, 15.025)
      (34, 38, 57.281)
      (34, 41, 21.127)
      (34, 42, 88.856)
      (34, 43, 12.309)
      (35, 36, 90.188)
      (35, 38,  7.271)
      (35, 40, 95.865)
      (35, 41, 86.955)
      (35, 43, 81.103)
      (36, 43,  2.339)
      (38, 41, 42.275)
      (38, 43, 95.910)
      (38, 44, 65.064) } |E|=311 
---------------- 

** G18: |V|=50
(u, v, weight) E = { 
      ( 0,  1, 30.162)
      ( 0,  7, 71.329)
      ( 0,  9, 44.010)
      ( 0, 11, 44.704)
      ( 0, 14, 71.158)
      ( 0, 19, 70.691)
      ( 0, 25, 24.109)
      ( 0, 27, 91.440)
      ( 0, 29, 23.097)
      ( 0, 30, 19.535)
      ( 0, 38, 96.024)
      ( 0, 41, 29.594)
      ( 0, 46, 11.348)
      ( 0, 47, 30.237)
      ( 0, 48, 88.107)
      ( 0, 49,  7.318)
      ( 1,  2, 18.899)
      ( 1,  3, 44.518)
      ( 1,  4, 53.807)
      ( 1,  7, 45.941)
      ( 1,  9, 76.708)
      ( 1, 14, 53.949)
      ( 1, 15, 26.390)
      ( 1, 16,  7.729)
      ( 1, 18, 83.209)
      ( 1, 31, 29.034)
      ( 1, 35, 18.255)
      ( 1, 36, 16.349)
      ( 1, 39,  5.479)
      ( 1, 40, 31.798)
      ( 1, 48, 87.302)
      ( 2,  4, 24.147)
      ( 2,  6, 87.429)
      ( 2,  7, 84.478)
      ( 2,  8,  1.237)
      ( 2, 10, 81.665)
      ( 2, 11, 91.837)
      ( 2, 21, 26.416)
      ( 2, 30, 52.698)
      ( 2, 33, 10.527)
      ( 2, 36, 76.697)
      ( 2, 40, 73.648)
      ( 2, 42, 73.350)
      ( 3,  4, 88.024)
      ( 3,  8,  2.593)
      ( 3, 12, 98.432)
      ( 3, 16, 43.589)
      ( 3, 18, 49.105)
      ( 3, 22,  5.606)
      ( 3, 24, 66.917)
      ( 3, 25, 77.815)
      ( 3, 27,  9.197)
      ( 3, 30, 71.027)
      ( 3, 35, 66.423)
      ( 3, 36, 10.507)
      ( 3, 37, 83.839)
      ( 3, 41, 92.820)
      ( 3, 44, 44.497)
      ( 3, 45, 90.623)
      ( 4,  5, 79.809)
      ( 4,  8, 30.008)
      ( 4, 12, 20.910)
      ( 4, 23, 10.489)
      ( 4, 26, 46.206)
      ( 4, 27, 19.485)
      ( 4, 29, 60.136)
      ( 4, 33, 76.564)
      ( 4, 34, 45.680)
      ( 4, 37, 97.591)
      ( 4, 40, 59.133)
      ( 4, 41, 98.242)
      ( 4, 45,  3.060)
      ( 4, 46, 97.090)
      ( 4, 48, 89.161)
      ( 5,  6, 53.483)
      ( 5,  7, 19.224)
      ( 5,  8,  6.978)
      ( 5,  9, 54.164)
      ( 5, 12, 33.654)
      ( 5, 28, 99.117)
      ( 5, 31, 69.487)
      ( 5, 33, 21.124)
      ( 5, 38, 31.461)
      ( 5, 42, 54.981)
      ( 5, 45, 49.700)
      ( 5, 48, 44.173)
      ( 6,  7, 78.115)
      ( 6,  8, 10.995)
      ( 6, 13, 15.908)
      ( 6, 15, 38.130)
      ( 6, 20, 74.442)
      ( 6, 27, 70.716)
      ( 6, 30, 93.194)
      ( 6, 34, 56.848)
      ( 6, 39,  0.369)
      ( 6, 40, 45.068)
      ( 6, 48, 21.586)
      ( 7,  8,  2.197)
      ( 7,  9, 68.866)
      ( 7, 11, 90.953)
      ( 7, 17, 78.797)
      ( 7, 18, 42.063)
      ( 7, 22, 44.864)
      ( 7, 31, 69.166)
      ( 7, 36, 33.791)
      ( 7, 39, 79.513)
      ( 7, 40, 89.090)
      ( 7, 42, 49.344)
      ( 7, 44, 36.512)
      ( 7, 47, 92.746)
      ( 7, 48, 47.744)
      ( 7, 49, 10.529)
      ( 8,  9, 77.556)
      ( 8, 16, 78.177)
      ( 8, 17, 37.929)
      ( 8, 21, 37.878)
      ( 8, 27,  5.752)
      ( 8, 30, 93.088)
      ( 8, 36, 50.763)
      ( 8, 37, 40.837)
      ( 8, 47, 79.951)
      ( 8, 48, 74.978)
      ( 9, 12,  9.841)
      ( 9, 14, 17.439)
      ( 9, 17,  5.421)
      ( 9, 18, 20.073)
      ( 9, 20, 99.110)
      ( 9, 23, 47.688)
      ( 9, 29, 96.221)
      ( 9, 31, 78.466)
      ( 9, 33, 65.574)
      ( 9, 34,  1.244)
      ( 9, 35, 95.984)
      ( 9, 42, 75.958)
      ( 9, 43, 33.266)
      ( 9, 44, 18.401)
      (10, 12, 11.333)
      (10, 22, 60.145)
      (10, 25, 25.991)
      (10, 28, 27.376)
      (10, 33, 10.076)
      (10, 34, 14.887)
      (10, 37, 59.047)
      (10, 40, 80.578)
      (10, 41, 38.600)
      (11, 17, 47.117)
      (11, 18, 64.205)
      (11, 20, 69.665)
      (11, 21, 71.106)
      (11, 24, 63.448)
      (11, 31, 25.327)
      (11, 33, 92.539)
      (11, 35, 18.069)
      (11, 36, 53.470)
      (11, 38, 36.196)
      (11, 39,  7.091)
      (11, 40, 37.181)
      (11, 42, 65.460)
      (11, 46, 65.972)
      (11, 47, 41.478)
      (12, 15, 88.238)
      (12, 16, 79.247)
      (12, 18, 64.238)
      (12, 19, 17.766)
      (12, 20, 43.122)
      (12, 22, 64.249)
      (12, 23, 24.271)
      (12, 24,  2.376)
      (12, 25, 34.230)
      (12, 31, 28.356)
      (12, 32,  0.693)
      (12, 33, 23.904)
      (12, 36, 89.672)
      (12, 44, 46.207)
      (13, 14, 28.283)
      (13, 19, 31.135)
      (13, 20,  9.957)
      (13, 24,  2.439)
      (13, 27, 24.995)
      (13, 29, 68.626)
      (13, 30, 54.418)
      (13, 31, 13.255)
      (13, 32, 31.050)
      (13, 34,  4.632)
      (13, 45,  4.190)
      (13, 46, 74.364)
      (13, 47, 69.250)
      (14, 17, 73.328)
      (14, 18, 84.913)
      (14, 23, 20.912)
      (14, 29, 62.234)
      (14, 31, 48.029)
      (14, 37, 26.466)
      (14, 40, 31.190)
      (14, 41,  0.991)
      (14, 43, 21.320)
      (14, 44, 49.171)
      (14, 49, 16.132)
      (15, 16, 36.620)
      (15, 17, 99.999)
      (15, 18,  2.733)
      (15, 21, 43.520)
      (15, 27, 33.112)
      (15, 31,  5.276)
      (15, 35, 24.829)
      (15, 36, 62.341)
      (15, 38, 77.824)
      (15, 41, 31.554)
      (15, 42, 86.795)
      (15, 45, 32.040)
      (15, 49,  9.487)
      (16, 17, 54.654)
      (16, 20,  9.355)
      (16, 23,  6.423)
      (16, 34, 90.945)
      (16, 37, 54.765)
      (16, 39, 60.652)
      (16, 44, 14.915)
      (16, 45, 71.547)
      (16, 46, 89.694)
      (17, 25, 34.456)
      (17, 28, 87.005)
      (17, 30,  8.583)
      (17, 31,  3.036)
      (17, 33, 96.067)
      (17, 34, 26.310)
      (17, 35, 48.833)
      (17, 38, 91.639)
      (17, 40, 54.197)
      (17, 41, 62.473)
      (17, 43, 47.410)
      (17, 45, 42.178)
      (17, 46, 66.767)
      (18, 22,  3.703)
      (18, 26, 39.444)
      (18, 27, 49.156)
      (18, 28, 85.069)
      (18, 29, 53.454)
      (18, 31, 98.861)
      (18, 33, 51.615)
      (18, 36, 69.481)
      (18, 44, 25.078)
      (18, 47, 96.914)
      (18, 48, 86.118)
      (19, 24, 17.646)
      (19, 26, 87.231)
      (19, 30, 66.446)
      (19, 33, 98.366)
      (19, 35, 16.515)
      (19, 40, 25.681)
      (19, 47, 73.390)
      (20, 21, 59.503)
      (20, 24, 21.899)
      (20, 28, 88.864)
      (20, 31, 84.674)
      (20, 34, 90.631)
      (20, 35, 93.945)
      (20, 42, 41.186)
      (20, 44, 44.367)
      (20, 45, 46.259)
      (20, 46, 62.619)
      (20, 47, 20.358)
      (21, 25, 22.171)
      (21, 29, 60.477)
      (21, 33, 52.042)
      (21, 34, 90.183)
      (21, 35, 19.725)
      (21, 37, 51.915)
      (21, 38, 61.943)
      (21, 42, 63.795)
      (21, 45, 11.757)
      (22, 24, 57.624)
      (22, 30,  6.620)
      (22, 34, 94.271)
      (22, 39, 31.262)
      (22, 44, 95.719)
      (22, 48, 83.037)
      (23, 30, 62.311)
      (23, 37, 81.403)
      (23, 43, 37.091)
      (23, 46, 57.855)
      (23, 47, 20.809)
      (23, 48, 90.610)
      (24, 26, 39.927)
      (24, 28, 55.525)
      (24, 34, 53.502)
      (24, 35, 51.708)
      (24, 37, 54.994)
      (24, 38, 49.525)
      (24, 39, 31.860)
      (24, 42, 60.323)
      (24, 46, 10.725)
      (24, 47, 89.046)
      (25, 26, 27.470)
      (25, 27, 97.517)
      (25, 30, 83.693)
      (25, 31, 68.236)
      (25, 32, 25.296)
      (25, 33,  9.620)
      (25, 34, 68.529)
      (25, 35, 36.596)
      (25, 36, 77.242)
      (25, 39, 99.351)
      (25, 42, 38.538)
      (26, 32, 96.411)
      (26, 36, 57.765)
      (26, 39, 37.296)
      (26, 45,  9.561)
      (26, 46, 65.029)
      (26, 49, 95.724)
      (27, 32, 26.683)
      (27, 34, 71.807)
      (27, 40,  5.001)
      (27, 41, 99.920)
      (27, 48, 53.584)
      (28, 30, 30.427)
      (28, 34, 29.665)
      (28, 35,  7.690)
      (28, 38, 77.315)
      (29, 31, 34.001)
      (29, 38, 36.254)
      (29, 39, 43.225)
      (29, 44, 76.733)
      (30, 33, 89.549)
      (30, 35, 83.608)
      (30, 37, 94.672)
      (30, 38, 11.236)
      (30, 39, 33.339)
      (30, 40,  7.616)
      (30, 42, 40.099)
      (30, 45, 55.554)
      (30, 49, 85.432)
      (31, 33, 78.087)
      (31, 39, 12.965)
      (31, 43, 40.159)
      (31, 46, 22.841)
      (31, 48, 16.053)
      (31, 49, 12.986)
      (32, 33,  5.052)
      (32, 35, 89.424)
      (32, 37, 74.563)
      (32, 38, 66.967)
      (32, 40, 10.011)
      (32, 44, 94.824)
      (32, 47, 69.739)
      (33, 43, 14.290)
      (33, 44, 18.114)
      (33, 45, 97.034)
      (33, 48, 48.638)
      (34, 35, 12.207)
      (34, 47, 45.723)
      (34, 48, 61.079)
      (34, 49, 31.901)
      (35, 38, 26.742)
      (35, 45, 63.662)
      (35, 48,  0.784)
      (35, 49, 72.826)
      (36, 42, 40.596)
      (36, 46,  6.433)
      (36, 49, 56.974)
      (37, 46, 47.938)
      (38, 39, 66.984)
      (38, 40, 21.039)
      (38, 41, 20.711)
      (38, 43, 24.341)
      (38, 47, 70.563)
      (39, 42, 97.587)
      (39, 43, 38.813)
      (39, 46, 17.940)
      (40, 44, 48.141)
      (40, 45, 86.086)
      (41, 44, 83.508)
      (41, 46, 28.697)
      (42, 43, 13.144)
      (42, 46, 26.016)
      (43, 47, 68.786)
      (45, 47, 10.139)
      (46, 48,  2.504)
      (47, 49, 61.262)
      (48, 49, 44.963) } |E|=380 
---------------- 

** G19: |V|=50
(u, v, weight) E = { 
      ( 0,  1, 61.428)
      ( 0,  2,  0.812)
      ( 0,  3, 23.807)
      ( 0,  4, 52.710)
      ( 0,  6, 86.149)
      ( 0,  7, 28.566)
      ( 0, 11, 56.237)
      ( 0, 14, 72.190)
      ( 0, 16, 57.850)
      ( 0, 20, 17.388)
      ( 0, 22, 79.199)
      ( 0, 24, 12.153)
      ( 0, 36, 69.890)
      ( 0, 38, 87.312)
      ( 0, 49, 18.736)
      ( 1,  9, 97.912)
      ( 1, 12, 16.862)
      ( 1, 15, 82.899)
      ( 1, 25,  7.039)
      ( 1, 30, 97.341)
      ( 1, 31, 25.141)
      ( 1, 32, 20.651)
      ( 1, 33, 50.165)
      ( 1, 36, 97.979)
      ( 1, 38, 93.625)
      ( 1, 39, 84.144)
      ( 1, 40, 10.826)
      ( 1, 46, 21.210)
      ( 1, 49,  0.470)
      ( 2, 11, 21.467)
      ( 2, 14, 51.294)
      ( 2, 15, 99.504)
      ( 2, 17, 87.590)
      ( 2, 21, 18.807)
      ( 2, 24,  8.684)
      ( 2, 26, 32.291)
      ( 2, 27, 94.216)
      ( 2, 33, 20.928)
      ( 2, 36, 29.283)
      ( 2, 37, 30.098)
      ( 2, 39, 98.492)
      ( 2, 40, 56.044)
      ( 2, 44, 56.729)
      ( 2, 46, 56.625)
      ( 2, 47, 47.766)
      ( 3,  5, 82.827)
      ( 3,  7,  4.025)
      ( 3,  8, 47.017)
      ( 3, 21, 97.827)
      ( 3, 22, 60.688)
      ( 3, 31, 66.678)
      ( 3, 37, 21.863)
      ( 3, 39, 98.605)
      ( 3, 40, 91.255)
      ( 3, 41, 74.044)
      ( 3, 44, 38.674)
      ( 3, 46, 49.268)
      ( 3, 47, 44.408)
      ( 3, 49, 12.414)
      ( 4,  5, 86.531)
      ( 4,  9, 43.161)
      ( 4, 10, 42.088)
      ( 4, 12, 96.019)
      ( 4, 17,  8.542)
      ( 4, 19, 73.782)
      ( 4, 21, 43.077)
      ( 4, 24,  1.311)
      ( 4, 25, 17.492)
      ( 4, 27, 48.682)
      ( 4, 28, 35.076)
      ( 4, 31, 98.349)
      ( 4, 34, 96.219)
      ( 4, 35, 94.547)
      ( 4, 40, 52.139)
      ( 4, 43, 41.911)
      ( 4, 45, 85.201)
      ( 4, 46, 94.090)
      ( 4, 47, 40.319)
      ( 5, 10, 85.190)
      ( 5, 16, 67.455)
      ( 5, 17, 83.496)
      ( 5, 18,  1.625)
      ( 5, 19, 63.055)
      ( 5, 22, 40.028)
      ( 5, 23, 53.800)
      ( 5, 33, 90.519)
      ( 5, 38, 51.866)
      ( 5, 40, 83.753)
      ( 5, 45, 64.445)
      ( 6,  7, 22.240)
      ( 6, 15, 14.991)
      ( 6, 16, 77.208)
      ( 6, 18, 17.591)
      ( 6, 19,  2.007)
      ( 6, 20, 54.010)
      ( 6, 22, 12.408)
      ( 6, 26, 69.156)
      ( 6, 29, 89.724)
      ( 6, 35, 70.996)
      ( 6, 42, 52.492)
      ( 6, 45, 29.449)
      ( 6, 47, 61.072)
      ( 7, 10, 55.155)
      ( 7, 11, 15.798)
      ( 7, 17,  3.233)
      ( 7, 18, 39.821)
      ( 7, 19, 77.212)
      ( 7, 22, 27.932)
      ( 7, 23, 70.874)
      ( 7, 28, 39.682)
      ( 7, 29, 80.773)
      ( 7, 31, 72.514)
      ( 7, 32, 90.630)
      ( 7, 34, 70.624)
      ( 7, 35, 80.248)
      ( 7, 38, 30.668)
      ( 7, 43, 98.940)
      ( 7, 44, 76.642)
      ( 7, 46, 94.560)
      ( 8, 10, 78.031)
      ( 8, 18, 45.843)
      ( 8, 24, 42.350)
      ( 8, 26, 13.017)
      ( 8, 28, 44.167)
      ( 8, 31, 30.537)
      ( 8, 32, 36.652)
      ( 8, 33, 48.370)
      ( 8, 35, 82.717)
      ( 8, 36, 42.096)
      ( 8, 38, 59.440)
      ( 8, 44,  1.420)
      ( 8, 46, 46.255)
      ( 8, 48, 14.916)
      ( 8, 49, 14.405)
      ( 9, 11, 83.700)
      ( 9, 14, 93.056)
      ( 9, 18, 99.531)
      ( 9, 19, 85.055)
      ( 9, 20, 30.237)
      ( 9, 26, 97.215)
      ( 9, 27, 45.342)
      ( 9, 30, 64.824)
      ( 9, 38, 57.986)
      ( 9, 42, 52.132)
      ( 9, 47, 54.184)
      ( 9, 48, 60.425)
      (10, 12, 93.214)
      (10, 13, 41.131)
      (10, 16, 87.678)
      (10, 17, 15.219)
      (10, 30,  5.979)
      (10, 33, 24.365)
      (10, 41, 67.885)
      (10, 45, 41.472)
      (10, 46, 26.578)
      (11, 13, 64.068)
      (11, 16, 21.016)
      (11, 18, 68.460)
      (11, 20,  3.224)
      (11, 21, 32.571)
      (11, 23, 14.283)
      (11, 24, 37.111)
      (11, 25, 61.677)
      (11, 26, 71.137)
      (11, 27, 45.977)
      (11, 29,  0.422)
      (11, 30, 60.490)
      (11, 34, 38.527)
      (11, 38, 39.858)
      (11, 39,  6.702)
      (11, 42, 81.297)
      (11, 43, 25.261)
      (11, 46, 52.767)
      (11, 47, 48.876)
      (11, 49, 17.893)
      (12, 13, 75.732)
      (12, 15, 45.504)
      (12, 18, 31.336)
      (12, 31, 23.143)
      (12, 33,  2.835)
      (12, 34, 97.565)
      (12, 41, 73.758)
      (12, 42, 28.743)
      (12, 43, 16.256)
      (12, 44, 56.973)
      (12, 46, 45.608)
      (13, 14, 76.948)
      (13, 15, 82.506)
      (13, 19, 86.931)
      (13, 23, 99.630)
      (13, 24, 62.461)
      (13, 26,  1.507)
      (13, 29, 43.472)
      (13, 30,  3.180)
      (13, 34, 59.012)
      (13, 36, 86.590)
      (13, 44, 42.834)
      (13, 46, 83.325)
      (14, 15, 53.659)
      (14, 21, 13.070)
      (14, 24, 50.233)
      (14, 30, 67.495)
      (14, 33, 39.367)
      (14, 36, 70.209)
      (14, 38, 16.551)
      (14, 40, 75.732)
      (14, 42, 17.900)
      (14, 44, 54.168)
      (14, 49, 68.469)
      (15, 19, 71.789)
      (15, 20,  7.982)
      (15, 25, 74.382)
      (15, 30, 71.756)
      (15, 36, 22.075)
      (15, 38, 53.607)
      (15, 39, 57.349)
      (15, 46, 49.416)
      (15, 48, 77.595)
      (16, 18, 63.074)
      (16, 22, 80.772)
      (16, 28,  4.368)
      (16, 31,  2.439)
      (16, 37, 26.240)
      (16, 38, 51.050)
      (16, 42, 24.524)
      (16, 46, 25.047)
      (17, 20, 11.824)
      (17, 22, 38.649)
      (17, 23, 49.482)
      (17, 24, 65.547)
      (17, 26, 53.894)
      (17, 27, 43.675)
      (17, 31, 44.382)
      (17, 33, 14.522)
      (17, 38, 50.489)
      (17, 39, 72.882)
      (17, 47, 47.234)
      (18, 20, 22.620)
      (18, 27, 52.777)
      (18, 40, 52.280)
      (18, 43, 81.687)
      (18, 48, 97.112)
      (19, 20, 87.657)
      (19, 24, 20.885)
      (19, 26, 83.561)
      (19, 34, 27.883)
      (19, 38, 96.580)
      (19, 41, 73.892)
      (19, 42, 11.577)
      (19, 47, 82.707)
      (20, 21, 60.876)
      (20, 24, 61.762)
      (20, 31, 45.994)
      (20, 35, 61.283)
      (20, 36, 71.910)
      (20, 39, 81.158)
      (20, 42, 81.616)
      (20, 45, 21.526)
      (21, 27, 86.240)
      (21, 29, 80.241)
      (21, 35, 33.961)
      (21, 39, 71.932)
      (21, 41, 42.245)
      (21, 42, 97.711)
      (22, 23, 56.514)
      (22, 24, 72.472)
      (22, 25, 79.962)
      (22, 28, 82.844)
      (22, 30, 38.005)
      (22, 33, 66.518)
      (22, 35,  9.016)
      (22, 38,  9.606)
      (22, 44, 54.826)
      (22, 46, 22.140)
      (23, 26, 90.000)
      (23, 29, 98.549)
      (23, 31, 30.034)
      (23, 35, 50.010)
      (23, 36, 45.959)
      (23, 38, 48.984)
      (23, 40, 40.641)
      (23, 43, 75.851)
      (23, 46, 47.896)
      (23, 47, 86.575)
      (23, 48, 32.038)
      (24, 25, 37.413)
      (24, 29, 17.478)
      (24, 30,  1.759)
      (24, 31,  7.928)
      (24, 32, 42.581)
      (24, 33, 68.713)
      (24, 36, 49.325)
      (24, 38, 66.946)
      (24, 41,  6.800)
      (25, 26,  0.647)
      (25, 31, 52.252)
      (25, 32, 73.318)
      (25, 33, 96.900)
      (25, 34, 11.336)
      (25, 35, 61.968)
      (25, 37, 62.056)
      (25, 38, 17.727)
      (25, 41, 15.990)
      (25, 44, 13.688)
      (25, 49, 94.099)
      (26, 27, 86.124)
      (26, 29, 64.233)
      (26, 33, 32.855)
      (26, 37, 53.842)
      (26, 38, 71.167)
      (26, 45, 73.350)
      (27, 28, 63.356)
      (27, 32, 50.173)
      (27, 41, 10.392)
      (27, 48, 76.859)
      (28, 29, 78.567)
      (28, 33, 41.837)
      (28, 34, 74.465)
      (28, 35, 78.808)
      (28, 38, 39.888)
      (28, 39, 45.541)
      (28, 44, 65.726)
      (28, 46, 22.943)
      (28, 47, 76.820)
      (29, 31, 36.780)
      (29, 33, 77.584)
      (29, 34, 55.878)
      (29, 37, 40.102)
      (29, 38, 83.792)
      (29, 44, 28.188)
      (29, 45, 61.063)
      (29, 46, 60.968)
      (29, 47, 58.059)
      (29, 48, 74.612)
      (30, 31, 92.168)
      (30, 33, 82.893)
      (30, 34,  6.875)
      (30, 38, 56.090)
      (30, 45, 49.638)
      (30, 46, 56.652)
      (30, 48, 70.482)
      (31, 38, 99.656)
      (31, 39, 80.671)
      (31, 48, 38.190)
      (32, 36, 64.449)
      (32, 38, 43.992)
      (32, 42, 78.832)
      (32, 49, 63.038)
      (33, 35, 35.051)
      (33, 39, 94.745)
      (33, 41,  7.969)
      (33, 42, 97.689)
      (33, 43, 82.011)
      (34, 37, 81.139)
      (34, 39, 36.525)
      (34, 40, 34.182)
      (34, 42, 54.098)
      (34, 45, 52.184)
      (34, 46, 62.595)
      (35, 41, 14.476)
      (35, 42, 97.283)
      (35, 43, 12.522)
      (35, 44,  0.117)
      (35, 45, 90.597)
      (35, 47, 90.166)
      (36, 42, 92.729)
      (36, 43, 18.527)
      (36, 44, 74.722)
      (36, 46,  3.372)
      (36, 47, 80.047)
      (36, 48, 49.434)
      (37, 42,  5.325)
      (37, 43, 46.168)
      (37, 44, 47.272)
      (38, 42, 53.943)
      (38, 48, 27.401)
      (39, 44, 81.343)
      (39, 47, 53.038)
      (40, 43,  3.870)
      (40, 45, 26.429)
      (40, 46,  1.302)
      (40, 47, 80.929)
      (41, 45, 84.607)
      (41, 46, 94.933)
      (41, 48, 56.962)
      (42, 46, 17.940)
      (43, 44, 55.610)
      (43, 48, 62.996)
      (43, 49,  7.834)
      (45, 47, 58.381)
      (46, 47, 37.195)
      (46, 49, 16.599) } |E|=392 
---------------- 

