30: Number of 30-Weighted-Directed-Graphs.

** G0: |V|=5
(u, v, weight) E = { 
      (45, 34, 57.314)
      (45, 38, 28.556)
      (45, 48, 72.362)
      (45, 49, 50.766)
      (46,  4, 87.039)
      (46,  6, 38.103)
      (46, 33, 29.877)
      (46, 35, 89.131)
      (47,  2, 33.288)
      (47,  3, 65.243)
      (47, 15, 55.645)
      (47, 16, 28.620)
      (47, 28, 23.379)
      (47, 46, 88.895)
      (48,  2, 94.178)
      (48, 12, 83.209)
      (48, 24, 32.746)
      (48, 27, 44.279)
      (48, 38,  5.458)
      (49, 24, 52.693)
      (49, 26, 28.468)
      (49, 36, 89.245)
      (49, 40, 76.302)
      (49, 42, 20.600)
      (49, 47, 77.593) } |E|=243 
---------------- 

** G20: |V|=55
(u, v, weight) E = { 
      ( 0, 14, 16.539)
      ( 0, 32, 71.738)
      ( 0, 38, 37.033)
      ( 1, 19, 58.297)
      ( 1, 28, 91.962)
      ( 1, 36, 13.651)
      ( 1, 41, 75.277)
      ( 1, 49, 75.867)
      ( 2, 17, 87.122)
      ( 2, 22,  7.301)
      ( 2, 24, 58.553)
      ( 2, 31, 13.151)
      ( 2, 48, 93.155)
      ( 3, 11, 72.123)
      ( 3, 52, 50.387)
      ( 4,  6, 54.945)
      ( 4,  7, 46.057)
      ( 4, 36, 98.358)
      ( 4, 41, 13.428)
      ( 5,  0, 13.265)
      ( 5, 22, 28.025)
      ( 5, 31, 74.006)
      ( 5, 32, 65.371)
      ( 5, 37, 88.917)
      ( 5, 41, 81.392)
      ( 6, 15, 79.155)
      ( 6, 21, 43.037)
      ( 6, 34, 83.011)
      ( 6, 46, 11.355)
      ( 6, 50, 81.927)
      ( 7,  2,  2.524)
      ( 7, 15, 45.254)
      ( 7, 16, 59.899)
      ( 7, 22, 33.077)
      ( 7, 24, 95.643)
      ( 7, 26, 76.542)
      ( 7, 29,  2.665)
      ( 7, 32, 29.929)
      ( 8,  2, 61.243)
      ( 8, 19,  0.410)
      ( 8, 20, 42.613)
      ( 8, 21, 83.840)
      ( 8, 27, 63.150)
      ( 8, 28, 88.257)
      ( 8, 34, 28.617)
      ( 8, 36, 79.084)
      ( 8, 53, 13.201)
      ( 9,  5, 91.936)
      ( 9, 19, 76.618)
      ( 9, 24, 44.792)
      ( 9, 44, 74.126)
      (10,  3, 40.125)
      (10, 25, 45.957)
      (11,  2, 19.431)
      (11,  3, 99.527)
      (11,  7, 47.263)
      (11, 30, 20.986)
      (11, 32, 30.114)
      (11, 45, 59.878)
      (11, 49, 33.208)
      (12,  0, 98.813)
      (12, 11, 61.283)
      (12, 23, 50.935)
      (13,  6, 40.673)
      (13, 16, 41.790)
      (13, 36, 61.816)
      (13, 40, 81.625)
      (13, 43, 82.780)
      (14,  7, 76.867)
      (14, 16,  9.437)
      (14, 23, 19.590)
      (14, 27, 21.766)
      (14, 43, 78.097)
      (14, 51, 19.591)
      (14, 52, 19.823)
      (14, 54, 30.711)
      (15,  1, 24.226)
      (15,  5,  6.924)
      (15, 20, 42.007)
      (15, 28,  8.225)
      (15, 39, 40.022)
      (15, 40, 79.747)
      (15, 42, 16.476)
      (15, 45, 57.522)
      (15, 53, 76.272)
      (16,  2, 44.631)
      (16, 13, 78.706)
      (16, 35, 45.328)
      (16, 37,  6.580)
      (16, 42, 92.760)
      (16, 51, 24.064)
      (17, 25, 15.946)
      (17, 37,  0.325)
      (17, 43, 40.668)
      (18,  8, 27.497)
      (18, 12, 56.756)
      (18, 45, 16.769)
      (19,  6, 70.522)
      (19, 12, 29.214)
      (19, 29, 25.238)
      (19, 38, 88.369)
      (20,  4,  5.419)
      (20,  5, 71.645)
      (20, 13, 47.175)
      (20, 22, 55.228)
      (20, 25, 74.111)
      (20, 33, 55.590)
      (20, 41, 39.253)
      (20, 46, 79.133)
      (21, 10, 60.219)
      (21, 13, 72.860)
      (21, 37, 15.233)
      (21, 53, 99.787)
      (22,  0, 71.615)
      (22,  7, 76.387)
      (22, 28, 45.895)
      (22, 36, 30.381)
      (22, 40,  7.379)
      (22, 42, 15.513)
      (23, 18, 45.775)
      (23, 28, 72.699)
      (23, 29, 62.951)
      (23, 30, 84.759)
      (23, 45, 16.503)
      (24, 13, 67.157)
      (24, 28, 16.807)
      (24, 30, 38.595)
      (24, 33, 59.291)
      (24, 39, 30.464)
      (24, 40, 44.237)
      (25,  8,  8.541)
      (25, 26, 30.218)
      (25, 31,  0.194)
      (25, 36, 60.217)
      (25, 48, 66.345)
      (25, 49, 54.648)
      (26,  0, 82.120)
      (26,  7, 10.911)
      (26, 12, 59.613)
      (26, 14, 83.284)
      (26, 15,  3.681)
      (26, 21, 63.577)
      (26, 35, 59.686)
      (27, 15, 39.909)
      (27, 33, 97.597)
      (27, 35, 22.753)
      (27, 40,  6.376)
      (27, 48, 33.422)
      (27, 50, 22.728)
      (27, 53, 23.615)
      (28, 14, 85.599)
      (28, 17,  5.224)
      (28, 42, 53.906)
      (28, 49,  9.591)
      (29,  5, 31.959)
      (29,  6, 28.933)
      (29, 15, 95.042)
      (29, 22, 83.617)
      (29, 25, 70.995)
      (29, 26, 95.523)
      (29, 35, 46.962)
      (29, 40, 67.017)
      (29, 41, 21.778)
      (30,  4, 11.475)
      (30, 32,  4.420)
      (30, 53, 49.297)
      (31,  1, 69.861)
      (31, 23, 92.505)
      (31, 40, 94.626)
      (31, 45, 59.968)
      (32,  6, 66.410)
      (32, 19, 15.724)
      (32, 36, 25.531)
      (32, 40, 57.909)
      (32, 49, 32.130)
      (33,  3, 34.689)
      (33,  8, 25.785)
      (33, 26, 62.943)
      (33, 36,  7.034)
      (33, 43, 71.049)
      (33, 51, 19.080)
      (34,  0, 29.056)
      (34,  1, 56.731)
      (34,  8, 93.359)
      (34, 43, 53.680)
      (35, 26, 98.783)
      (35, 41, 29.589)
      (36,  1, 11.567)
      (36,  2, 48.796)
      (36,  7, 47.054)
      (36, 10, 61.565)
      (36, 11, 73.909)
      (36, 28, 41.872)
      (36, 34, 57.316)
      (36, 35, 17.543)
      (36, 42, 96.150)
      (36, 54, 55.849)
      (37,  7, 50.958)
      (37,  8,  3.223)
      (37, 19, 74.231)
      (37, 25, 80.728)
      (37, 32, 56.039)
      (37, 41, 97.972)
      (37, 53, 51.136)
      (38,  3, 40.141)
      (38, 31, 39.704)
      (38, 36, 64.663)
      (38, 43,  1.910)
      (38, 46, 39.734)
      (38, 48,  8.203)
      (38, 50, 46.911)
      (38, 51, 16.280)
      (39,  7, 88.103)
      (39, 13, 97.049)
      (39, 22, 22.070)
      (39, 23, 86.832)
      (39, 25, 12.829)
      (39, 29, 72.446)
      (39, 30, 99.738)
      (39, 31, 27.833)
      (39, 46, 62.745)
      (39, 49, 30.456)
      (39, 54, 85.817)
      (40,  1, 66.926)
      (40, 15, 75.718)
      (40, 22, 77.963)
      (40, 37, 64.873)
      (40, 50, 28.434)
      (41, 26, 77.430)
      (41, 35,  2.784)
      (41, 37, 39.671)
      (41, 42, 71.180)
      (42,  9, 19.633)
      (42, 10, 57.262)
      (42, 14, 14.138)
      (42, 15, 30.579)
      (42, 17,  0.974)
      (42, 32, 25.631)
      (42, 47, 79.051)
      (42, 54, 69.503)
      (43,  3, 40.722)
      (43,  6, 95.838)
      (43, 21, 53.570)
      (43, 31, 13.418)
      (43, 34, 56.335)
      (43, 35, 42.711)
      (43, 37, 47.930)
      (43, 47, 81.214)
      (43, 53, 46.667)
      (44,  7, 92.937)
      (44, 15, 81.757)
      (44, 20, 98.574)
      (44, 27, 94.707)
      (44, 34, 50.776)
      (44, 40,  4.758)
      (45,  5, 86.380)
      (45, 13, 45.337)
      (45, 17,  2.554)
      (45, 27, 23.048)
      (45, 52, 98.195)
      (46,  3, 26.986)
      (46,  4, 54.037)
      (46, 23, 42.058)
      (46, 24, 81.912)
      (46, 43, 33.221)
      (47, 25, 52.286)
      (47, 49,  0.994)
      (48,  2, 21.637)
      (48, 17, 84.987)
      (48, 18, 48.760)
      (48, 24,  9.380)
      (48, 49, 18.152)
      (48, 54, 83.752)
      (49, 35,  1.190)
      (49, 43, 67.056)
      (49, 48, 26.947)
      (49, 51, 39.762)
      (49, 53, 11.010)
      (50, 16, 32.279)
      (50, 17, 89.961)
      (50, 25, 93.130)
      (50, 26, 52.532)
      (50, 35, 32.966)
      (50, 47, 61.475)
      (50, 52, 21.663)
      (51,  7, 42.823)
      (51, 16,  9.825)
      (51, 19, 46.490)
      (51, 35, 36.115)
      (51, 37, 28.967)
      (51, 50, 33.790)
      (52,  5, 51.191)
      (52,  7, 98.857)
      (52, 16, 35.744)
      (52, 33,  8.234)
      (52, 35, 36.024)
      (52, 39, 55.694)
      (53,  2, 77.747)
      (53, 32, 97.218)
      (53, 33, 95.060)
      (53, 36, 19.022)
      (53, 39, 76.262)
      (53, 41, 56.469)
      (53, 54, 14.386)
      (54,  1, 70.988)
      (54,  5,  0.716)
      (54, 14, 69.806)
      (54, 21, 33.491)
      (54, 27, 92.769)
      (54, 44, 77.299)
      (54, 49, 25.090)
      (54, 50, 33.318) } |E|=312 
---------------- 

** G21: |V|=55
(u, v, weight) E = { 
      ( 0,  3, 10.260)
      ( 0,  4,  0.136)
      ( 0, 11, 77.148)
      ( 0, 30, 93.123)
      ( 1,  8, 64.072)
      ( 1, 12, 30.654)
      ( 1, 18, 26.188)
      ( 1, 31, 14.588)
      ( 1, 33, 19.645)
      ( 1, 40, 81.739)
      ( 1, 44, 14.379)
      ( 2, 19, 67.056)
      ( 2, 22, 28.927)
      ( 2, 31, 49.471)
      ( 2, 38, 84.212)
      ( 2, 44,  4.568)
      ( 2, 54, 83.432)
      ( 3,  7, 11.169)
      ( 3, 48, 98.226)
      ( 4,  2, 30.688)
      ( 4,  7, 72.944)
      ( 4, 30, 51.551)
      ( 4, 40, 62.970)
      ( 4, 46, 15.295)
      ( 4, 51, 20.149)
      ( 5,  2,  0.711)
      ( 5,  8, 34.920)
      ( 5, 18, 31.749)
      ( 5, 35, 97.237)
      ( 5, 42, 68.726)
      ( 5, 46, 86.377)
      ( 5, 52, 30.204)
      ( 6,  1, 53.131)
      ( 6,  9, 14.927)
      ( 6, 20, 34.131)
      ( 6, 24, 47.908)
      ( 6, 38, 57.921)
      ( 6, 43, 56.660)
      ( 7, 13, 71.296)
      ( 7, 35, 92.353)
      ( 7, 38, 71.554)
      ( 7, 47, 67.439)
      ( 8, 23, 25.830)
      ( 8, 25, 12.637)
      ( 8, 29,  8.350)
      ( 8, 47, 94.961)
      ( 9, 40, 51.886)
      ( 9, 43, 45.239)
      ( 9, 45, 19.034)
      (10,  7, 92.347)
      (10, 37, 76.405)
      (10, 38, 76.595)
      (10, 39, 29.306)
      (11, 24, 94.771)
      (11, 33, 96.365)
      (12,  5, 92.154)
      (12,  9,  6.314)
      (12, 17, 92.607)
      (12, 18, 58.527)
      (12, 21, 40.962)
      (12, 40, 68.349)
      (12, 45,  9.536)
      (13, 11,  6.218)
      (13, 12, 33.118)
      (13, 31,  3.239)
      (13, 32,  5.661)
      (13, 40,  4.516)
      (14,  3, 96.590)
      (14,  6, 22.352)
      (14,  7, 38.853)
      (14,  9, 31.937)
      (14, 15, 95.079)
      (14, 33, 83.022)
      (14, 37, 98.858)
      (14, 52, 49.461)
      (15, 34, 92.762)
      (15, 39, 70.478)
      (15, 48, 48.850)
      (16,  2, 29.053)
      (16,  5, 89.908)
      (16,  6, 53.917)
      (16, 10, 49.880)
      (16, 17, 86.569)
      (16, 23, 61.681)
      (16, 33,  3.883)
      (16, 45, 16.728)
      (16, 49, 64.559)
      (16, 52, 72.909)
      (16, 54, 82.556)
      (17, 13, 25.142)
      (17, 30,  0.841)
      (17, 41, 13.784)
      (17, 53, 51.518)
      (18,  0, 26.144)
      (18,  4, 10.853)
      (18, 14, 89.935)
      (18, 24, 43.095)
      (18, 28, 16.710)
      (18, 35, 11.389)
      (18, 41, 20.396)
      (19,  9, 25.901)
      (19, 30, 20.513)
      (19, 42, 23.856)
      (19, 50, 25.003)
      (19, 53,  0.735)
      (20,  7, 60.111)
      (20, 29, 26.823)
      (20, 45, 36.414)
      (21, 25, 53.902)
      (21, 43, 71.009)
      (21, 44, 71.567)
      (22,  4, 23.924)
      (22, 24, 73.090)
      (22, 28, 10.275)
      (22, 41,  3.164)
      (22, 44, 19.414)
      (22, 54, 29.840)
      (23,  8, 86.668)
      (23, 25,  6.427)
      (23, 27, 94.539)
      (24, 18, 70.778)
      (24, 36, 62.276)
      (25,  4, 30.566)
      (25, 18, 83.185)
      (25, 28, 74.777)
      (25, 30, 91.592)
      (25, 44, 61.327)
      (25, 49, 51.610)
      (25, 54, 85.790)
      (26,  4, 75.828)
      (26,  7, 11.679)
      (26,  9, 28.920)
      (26, 20, 64.442)
      (26, 23, 67.170)
      (26, 37, 88.995)
      (26, 40,  4.620)
      (26, 49, 15.705)
      (27, 10,  3.072)
      (27, 11, 17.400)
      (27, 13, 40.367)
      (27, 20, 67.567)
      (27, 23, 14.088)
      (27, 24, 51.782)
      (27, 28, 55.250)
      (27, 52, 58.402)
      (28,  7, 91.556)
      (28, 27, 66.630)
      (28, 36,  6.925)
      (29,  6, 94.053)
      (29, 34, 32.733)
      (29, 41, 14.045)
      (29, 44, 61.060)
      (29, 49, 52.665)
      (30, 13, 76.828)
      (30, 33, 20.960)
      (30, 46, 87.007)
      (30, 54, 56.850)
      (31,  0, 87.039)
      (31,  6, 64.417)
      (31, 14, 85.203)
      (31, 20, 21.466)
      (31, 22, 23.962)
      (31, 29, 81.063)
      (31, 44, 62.906)
      (32,  8, 93.092)
      (32,  9,  4.189)
      (32, 19, 97.706)
      (32, 35, 72.462)
      (32, 53, 30.179)
      (33,  0, 72.568)
      (33, 14, 24.064)
      (33, 27, 52.118)
      (33, 42, 33.509)
      (33, 44,  0.385)
      (33, 45, 98.295)
      (33, 46, 64.774)
      (34,  7, 90.906)
      (34, 16, 84.876)
      (34, 20, 36.498)
      (34, 32, 56.534)
      (34, 42, 46.622)
      (34, 47, 51.318)
      (35,  0, 20.892)
      (35,  2, 55.354)
      (35, 37, 68.511)
      (36, 15, 26.297)
      (36, 48, 98.680)
      (36, 54, 98.419)
      (37,  1, 71.258)
      (37, 16, 70.965)
      (37, 22, 70.210)
      (37, 23, 14.761)
      (37, 29, 35.167)
      (37, 30, 87.957)
      (37, 31, 98.229)
      (37, 40, 83.711)
      (37, 50, 37.929)
      (38, 17, 98.968)
      (38, 33,  8.963)
      (38, 41, 85.272)
      (38, 42, 32.827)
      (38, 44,  5.088)
      (38, 48, 34.427)
      (39,  3, 23.587)
      (39, 10, 55.781)
      (39, 13, 68.207)
      (39, 14, 89.884)
      (39, 27, 58.545)
      (39, 28, 63.446)
      (39, 37, 46.242)
      (40,  7, 19.021)
      (40, 15, 76.894)
      (40, 22, 78.121)
      (40, 34, 84.140)
      (40, 45, 92.370)
      (41, 30, 12.073)
      (41, 31,  5.780)
      (41, 35, 19.397)
      (41, 36, 97.512)
      (41, 39, 95.179)
      (41, 48, 84.112)
      (42, 21, 15.618)
      (42, 33, 62.080)
      (42, 36, 59.982)
      (42, 37, 80.453)
      (43,  6, 98.994)
      (43, 10, 52.392)
      (43, 13, 96.230)
      (43, 14, 76.357)
      (43, 28, 79.845)
      (43, 35, 78.909)
      (44,  2, 42.206)
      (44,  7, 65.259)
      (44, 15, 32.749)
      (44, 31, 93.053)
      (44, 39, 79.240)
      (44, 45, 43.429)
      (45, 10, 73.874)
      (45, 11, 73.196)
      (45, 14, 77.097)
      (45, 31, 15.889)
      (46,  4, 66.117)
      (46,  6, 30.531)
      (46, 26, 53.479)
      (46, 37, 60.613)
      (46, 48, 98.126)
      (46, 53,  4.166)
      (47,  2, 85.993)
      (47, 12, 85.759)
      (47, 21, 19.615)
      (47, 28, 97.388)
      (47, 29, 40.615)
      (47, 46, 96.968)
      (47, 49, 58.404)
      (47, 52, 81.093)
      (48,  2, 97.609)
      (48, 37, 32.812)
      (49,  0,  0.012)
      (49,  3, 78.458)
      (49, 37, 50.044)
      (49, 54, 97.764)
      (50, 12, 79.358)
      (50, 17,  0.234)
      (50, 23, 46.703)
      (50, 24, 84.839)
      (50, 45, 48.990)
      (51,  4, 20.854)
      (51, 20, 22.136)
      (51, 31, 90.251)
      (51, 38,  0.260)
      (51, 46, 65.674)
      (51, 47, 35.604)
      (51, 53, 84.237)
      (52,  0, 46.646)
      (52,  9, 41.577)
      (52, 11, 82.597)
      (52, 18, 51.589)
      (52, 20, 36.092)
      (52, 23, 81.666)
      (52, 32, 88.310)
      (52, 41, 31.803)
      (52, 46, 97.649)
      (53, 20, 88.566)
      (53, 23, 85.115)
      (53, 32, 10.090)
      (53, 35, 91.360)
      (54, 22, 71.044)
      (54, 24, 73.941)
      (54, 33, 82.336)
      (54, 34, 53.175) } |E|=290 
---------------- 

** G22: |V|=60
(u, v, weight) E = { 
      ( 0,  7, 61.778)
      ( 0, 18, 87.270)
      ( 0, 55, 97.002)
      ( 1,  6, 31.982)
      ( 1,  7, 80.495)
      ( 1,  9, 42.613)
      ( 1, 29, 88.385)
      ( 1, 32, 41.529)
      ( 1, 47, 21.120)
      ( 1, 58, 74.535)
      ( 2,  6, 29.707)
      ( 2,  9, 21.232)
      ( 2, 13, 24.310)
      ( 2, 23, 39.033)
      ( 2, 55, 56.367)
      ( 3, 33, 79.622)
      ( 3, 34, 69.974)
      ( 3, 44, 66.509)
      ( 3, 45, 59.421)
      ( 3, 48, 24.686)
      ( 3, 53, 32.851)
      ( 4,  3, 19.145)
      ( 4, 21, 37.672)
      ( 4, 24, 49.318)
      ( 4, 32, 76.194)
      ( 4, 35, 77.364)
      ( 5, 23, 57.696)
      ( 5, 27, 55.376)
      ( 5, 31, 54.160)
      ( 5, 36, 74.471)
      ( 5, 51,  0.306)
      ( 5, 57, 52.613)
      ( 6, 19, 82.150)
      ( 6, 21, 39.685)
      ( 6, 22,  1.454)
      ( 6, 30, 12.207)
      ( 6, 31, 76.166)
      ( 6, 38, 78.938)
      ( 6, 46, 56.333)
      ( 7, 11, 65.498)
      ( 7, 21, 34.438)
      ( 7, 26, 52.640)
      ( 7, 35, 63.175)
      ( 8,  2, 56.597)
      ( 8, 17,  2.169)
      ( 8, 38, 39.493)
      ( 8, 47, 10.166)
      ( 8, 59, 16.873)
      ( 9,  3, 68.666)
      ( 9, 30, 59.544)
      ( 9, 32, 92.679)
      ( 9, 47, 71.820)
      ( 9, 51, 60.226)
      ( 9, 53, 25.527)
      (10,  0,  7.642)
      (10, 13,  0.558)
      (10, 16, 92.031)
      (10, 17, 88.160)
      (10, 18, 29.736)
      (10, 36,  6.704)
      (10, 43, 40.268)
      (11,  5, 57.681)
      (11,  9,  6.989)
      (11, 21, 73.628)
      (11, 31,  9.857)
      (11, 53, 20.877)
      (12,  2, 73.225)
      (12,  9, 26.292)
      (12, 11, 59.463)
      (12, 15, 56.655)
      (12, 26, 50.741)
      (12, 37, 72.447)
      (12, 43, 88.047)
      (12, 45, 52.633)
      (12, 49, 62.066)
      (13, 17, 64.561)
      (13, 24, 29.922)
      (13, 38, 73.401)
      (13, 44, 71.101)
      (13, 46, 99.353)
      (13, 49, 64.895)
      (13, 59, 55.479)
      (14,  0, 79.647)
      (14,  9, 21.876)
      (14, 11, 99.057)
      (14, 17, 94.194)
      (14, 23,  0.823)
      (14, 24, 43.367)
      (14, 36, 86.259)
      (14, 37, 82.528)
      (14, 38, 57.549)
      (14, 40, 48.978)
      (14, 44, 50.729)
      (14, 58, 64.870)
      (15,  1, 10.546)
      (15,  6, 63.348)
      (15, 20, 56.011)
      (15, 27, 46.180)
      (15, 31, 87.267)
      (15, 44, 97.948)
      (15, 47,  0.020)
      (15, 51, 37.941)
      (15, 58, 92.143)
      (16,  1, 15.908)
      (16, 13,  9.172)
      (16, 28, 40.023)
      (16, 29, 68.952)
      (16, 30, 24.576)
      (16, 37, 33.261)
      (16, 39,  6.032)
      (16, 41, 38.772)
      (16, 56, 56.569)
      (17, 24, 42.028)
      (17, 29, 11.858)
      (18,  7, 10.942)
      (18, 43, 92.013)
      (18, 57, 36.022)
      (19, 21, 12.740)
      (19, 23, 78.032)
      (19, 32, 55.541)
      (19, 36, 26.089)
      (19, 38, 32.096)
      (19, 50, 55.975)
      (19, 51,  8.298)
      (20, 13, 11.626)
      (20, 30, 36.699)
      (21, 12, 24.316)
      (21, 22, 80.713)
      (21, 50, 55.061)
      (21, 53, 64.989)
      (21, 54, 77.802)
      (21, 59, 25.335)
      (22,  7, 21.340)
      (22, 12, 85.181)
      (22, 17, 24.503)
      (22, 28,  8.345)
      (22, 49, 37.083)
      (22, 57, 80.543)
      (23,  0, 59.270)
      (23, 11, 24.787)
      (23, 31, 67.245)
      (23, 47, 99.864)
      (23, 52, 52.873)
      (23, 53, 23.912)
      (24, 12, 39.192)
      (24, 32, 70.327)
      (24, 33, 50.710)
      (24, 37, 63.922)
      (25,  2, 37.140)
      (25, 11, 85.172)
      (25, 24, 69.297)
      (25, 30, 52.651)
      (25, 31, 13.422)
      (25, 35, 31.283)
      (25, 37, 88.348)
      (25, 40, 95.816)
      (25, 50, 15.519)
      (25, 59, 77.112)
      (26,  4, 56.433)
      (26, 11, 38.244)
      (26, 12, 38.870)
      (26, 15, 44.530)
      (26, 55, 74.918)
      (26, 58,  0.407)
      (27, 13, 98.892)
      (27, 19, 28.163)
      (27, 31,  4.824)
      (27, 35, 89.811)
      (27, 37, 10.383)
      (27, 44, 52.265)
      (28, 12, 39.537)
      (28, 22, 36.958)
      (28, 46, 73.876)
      (29,  1, 42.836)
      (29,  9,  9.469)
      (29, 21, 36.903)
      (29, 23, 46.081)
      (29, 25, 82.141)
      (29, 42, 23.109)
      (29, 50, 15.785)
      (29, 57, 22.959)
      (30, 10, 25.281)
      (30, 12,  2.255)
      (30, 29, 19.383)
      (30, 35, 63.019)
      (30, 54, 56.346)
      (31,  3, 69.975)
      (31, 19, 10.447)
      (31, 49,  8.070)
      (32,  1, 71.773)
      (32,  7, 20.472)
      (32, 20, 59.370)
      (32, 33, 92.373)
      (32, 34, 94.005)
      (32, 50, 71.165)
      (32, 55, 74.793)
      (33,  0, 79.951)
      (33, 10, 74.182)
      (33, 26,  1.572)
      (33, 29, 87.949)
      (33, 41, 26.523)
      (33, 42, 41.462)
      (33, 46, 48.555)
      (33, 47, 56.125)
      (34,  0, 22.214)
      (34,  4,  9.238)
      (34, 31, 85.832)
      (34, 38, 53.307)
      (34, 39, 30.218)
      (34, 42, 28.620)
      (34, 54, 36.660)
      (35,  4,  3.725)
      (35, 31, 47.545)
      (35, 44, 43.077)
      (35, 54, 71.891)
      (36, 14, 21.985)
      (36, 15, 58.301)
      (36, 28, 59.058)
      (36, 34, 24.602)
      (36, 35,  6.538)
      (36, 40, 73.519)
      (36, 47, 39.418)
      (37,  3, 63.081)
      (37,  6, 10.938)
      (37, 11,  2.641)
      (37, 42, 25.763)
      (37, 43, 37.904)
      (37, 51, 34.448)
      (37, 59,  8.033)
      (38,  5, 15.748)
      (38, 15, 87.431)
      (38, 59, 82.134)
      (39, 28, 67.702)
      (39, 29, 99.764)
      (39, 53, 17.982)
      (40,  4, 81.695)
      (40, 18, 34.810)
      (40, 36, 68.613)
      (41,  6, 55.457)
      (41, 18, 39.082)
      (41, 33, 23.756)
      (41, 36, 97.237)
      (41, 39, 26.620)
      (41, 43, 64.733)
      (41, 44, 72.138)
      (41, 53, 97.285)
      (42,  5, 40.825)
      (42, 16, 40.801)
      (42, 21, 14.401)
      (42, 48, 26.062)
      (43, 15, 46.995)
      (43, 25, 75.611)
      (43, 26, 82.839)
      (43, 33, 89.929)
      (43, 36, 98.316)
      (43, 39,  6.071)
      (44,  9,  5.906)
      (44, 18, 79.456)
      (44, 24, 51.522)
      (44, 28,  4.474)
      (44, 48, 26.251)
      (44, 49, 43.540)
      (45,  2,  1.146)
      (45,  6,  7.799)
      (45, 28, 60.078)
      (45, 34, 11.968)
      (45, 49, 17.995)
      (45, 51, 84.028)
      (45, 58, 90.274)
      (46, 14, 86.301)
      (46, 17, 54.839)
      (46, 22, 17.480)
      (46, 27, 89.263)
      (46, 28, 96.598)
      (46, 31, 44.704)
      (46, 34, 50.051)
      (46, 37, 49.631)
      (46, 47, 63.700)
      (46, 56, 17.183)
      (46, 57, 85.877)
      (47,  0,  0.936)
      (47, 11, 62.885)
      (47, 32, 12.426)
      (48, 25, 57.762)
      (48, 26, 80.522)
      (48, 50, 59.214)
      (49, 29, 94.104)
      (49, 35, 12.229)
      (49, 38, 40.877)
      (49, 41, 55.839)
      (49, 46, 81.568)
      (50,  1, 75.595)
      (50, 10, 72.194)
      (50, 37, 55.565)
      (50, 47, 59.154)
      (50, 54,  4.169)
      (51, 11, 14.730)
      (51, 27, 35.411)
      (51, 36, 80.093)
      (51, 45, 25.668)
      (51, 48,  7.842)
      (52,  5, 63.163)
      (52,  9, 54.187)
      (52, 17, 96.892)
      (52, 18, 60.333)
      (52, 34, 52.773)
      (52, 42, 98.536)
      (52, 43, 74.225)
      (53,  6, 10.332)
      (53, 16, 79.286)
      (53, 25, 57.671)
      (53, 33, 55.027)
      (53, 54, 98.541)
      (53, 57, 28.909)
      (54, 49, 62.281)
      (55,  0, 60.162)
      (55, 20, 33.934)
      (55, 29, 70.882)
      (55, 40, 37.794)
      (55, 42, 50.008)
      (55, 54, 60.586)
      (56,  3,  7.135)
      (56,  7, 15.484)
      (56, 41, 28.501)
      (56, 45, 71.273)
      (56, 50, 64.587)
      (57, 22, 48.600)
      (57, 25, 92.615)
      (57, 29, 84.186)
      (57, 33, 85.117)
      (57, 36, 30.640)
      (57, 59, 11.479)
      (58, 12, 86.548)
      (58, 33, 12.608)
      (58, 55, 92.109)
      (59, 10, 66.705)
      (59, 20, 68.396)
      (59, 23, 64.579)
      (59, 25, 45.836)
      (59, 38, 67.874)
      (59, 53, 48.186) } |E|=341 
---------------- 

** G23: |V|=60
(u, v, weight) E = { 
      ( 0,  1, 31.553)
      ( 0,  8, 57.333)
      ( 0, 17, 87.773)
      ( 0, 27, 31.515)
      ( 0, 28, 78.245)
      ( 0, 31, 58.038)
      ( 0, 35, 92.298)
      ( 0, 38, 45.168)
      ( 0, 51, 99.967)
      ( 1,  0, 94.411)
      ( 1, 23, 30.994)
      ( 1, 30,  0.473)
      ( 1, 35, 71.210)
      ( 1, 43, 70.952)
      ( 1, 50, 44.362)
      ( 1, 56,  6.396)
      ( 2,  3, 18.521)
      ( 2, 19, 40.449)
      ( 2, 40, 66.409)
      ( 2, 41, 35.953)
      ( 2, 52, 22.761)
      ( 2, 55, 14.908)
      ( 2, 57, 50.245)
      ( 2, 58, 20.431)
      ( 3,  4, 39.832)
      ( 3,  9, 88.211)
      ( 3, 32, 93.180)
      ( 3, 37,  3.324)
      ( 3, 40, 36.921)
      ( 3, 42, 10.337)
      ( 3, 48, 27.122)
      ( 3, 53, 66.795)
      ( 4, 25,  5.368)
      ( 5, 10, 75.598)
      ( 5, 32, 28.375)
      ( 5, 48, 34.963)
      ( 5, 50, 53.436)
      ( 5, 52, 39.946)
      ( 5, 55, 80.480)
      ( 6,  2, 84.588)
      ( 6,  8, 97.004)
      ( 6, 10,  4.316)
      ( 6, 36, 64.258)
      ( 6, 37, 56.181)
      ( 6, 42, 59.934)
      ( 6, 47, 37.005)
      ( 6, 55, 99.503)
      ( 7, 27,  0.199)
      ( 7, 29, 98.144)
      ( 7, 36, 77.448)
      ( 7, 55, 49.082)
      ( 8,  0,  1.808)
      ( 8,  4, 82.621)
      ( 8, 11, 87.225)
      ( 8, 17, 54.536)
      ( 8, 21, 74.162)
      ( 8, 23, 11.058)
      ( 8, 25, 28.821)
      ( 9, 18, 46.518)
      ( 9, 25, 37.725)
